,חדרים,קומה,"מ""ר",מצב הנכס,קומות בבנין,מרפסות,חניות,סוג נכס,שכונה,עיר,תיווך,מיזוג,סורגים,מעלית,מטבח כשר,דוד שמש,גישה לנכים,"ממ""ד",משופצת,מחסן,מזגן תדיראן,ריהוט,גמיש,מחיר
1115,4,6,150,משופץ,9,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,לא צוין מחיר
1116,4,3,115,משופץ,9,1,1,דירה, קרית השרון, נתניה,0,0,1,1,,0,0,1,1,0,0,0,0,"2,350,000 ₪"
1117,,,,,,,,,,,,,,,,,,,,,,,,
1118,8,קרקע,392,חדש,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"8,500,000 ₪"
1119,4,6,234,דרוש שיפוץ,6,1,1,דופלקס, צפון מזרח מרכז העיר, נתניה,1,1,0,1,,1,0,0,0,0,1,0,0,"2,290,000 ₪"
1120,5,10,139,במצב שמור,21,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,0,1,0,0,0,"4,000,000 ₪"
1121,4,3,110,,,,,דירה, קרית השרון, נתניה,,,,,,,,,,,,,,"2,490,000 ₪"
1122,4,2,95,משופץ,4,,1,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,1,,1,0,0,1,0,1,0,0,"1,820,000 ₪"
1123,3,3,75,משופץ,4,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,1,1,0,0,,1,0,0,1,0,1,0,0,"1,340,000 ₪"
1124,5,15,150,חדש,20,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,1,1,"6,850,000 ₪"
1125,5,3,115,משופץ,3,1,1,דופלקס, קרית נורדאו, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,680,000 ₪"
1126,5,1,130,משופץ,8,1,2,דירה, אגמים, נתניה,1,1,0,1,,1,1,1,1,1,0,0,0,"3,000,000 ₪"
1127,4,9,125,משופץ,13,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,1,,1,0,1,1,0,0,0,0,"2,890,000 ₪"
1128,7,קרקע,250,משופץ,,,2,בית פרטי/קוטג', נתניה, נתניה,0,0,0,0,,1,1,1,1,1,0,0,0,"7,200,000 ₪"
1129,4,1,107,משופץ,8,1,1,דירה, נתניה, נתניה,0,1,0,0,,1,1,1,1,0,1,0,0,"1,970,000 ₪"
1130,5,9,137,חדש,19,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"3,380,000 ₪"
1131,4,6,115,חדש,28,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"2,900,000 ₪"
1132,4,5,103,במצב שמור,6,,1,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,1,,0,1,0,1,0,0,0,0,"2,550,000 ₪"
1133,5,6,127,חדש,16,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"2,450,000 ₪"
1134,3,1,40,במצב שמור,3,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,0,,1,0,0,0,0,0,0,0,"1,250,000 ₪"
1135,,,,חדש מקבלן,7,1,1,,,,0,1,0,1,,1,1,1,1,0,0,0,0,
1136,6,11,104,משופץ,16,1,2,דופלקס, רמת חן ובן ציון, נתניה,0,1,1,1,,0,1,1,1,1,1,0,0,"2,820,000 ₪"
1137,8,24,300,דרוש שיפוץ,24,3,2,גג/פנטהאוז, גלי הים, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"9,500,000 ₪"
1138,3,2,90,חדש מקבלן,7,1,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,200,000 ₪"
1139,5,5,140,משופץ,22,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"4,250,000 ₪"
1140,4.5,10,125,משופץ,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,0,1,1,1,0,0,0,0,"3,400,000 ₪"
1141,4,2,120,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,1,,1,0,0,1,0,0,1,1,"2,800,000 ₪"
1142,5,4,131,חדש,10,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,1,0,0,"3,050,000 ₪"
1143,5,12,147,משופץ,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,200,000 ₪"
1144,4,קרקע,117,משופץ,,,ללא,בית פרטי/קוטג', נאות הרצל, נתניה,1,1,0,0,,1,1,0,1,0,0,0,0,"2,600,000 ₪"
1145,5,5,130,במצב שמור,9,2,1,דירה, רמת פולג, נתניה,0,1,0,1,,1,1,0,0,0,1,0,0,"2,680,000 ₪"
1146,4,1,76,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,0,1,1,"1,235,000 ₪"
1147,5,9,115,חדש,12,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,880,000 ₪"
1148,5,12,160,משופץ,12,1,1,דירה, רמת חן ובן ציון, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"4,200,000 ₪"
1149,4,3,110,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,600,000 ₪"
1150,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
1151,6,קרקע,350,חדש,,2,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"8,900,000 ₪"
1152,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
1153,4,קרקע,190,חדש,6,,1,דירת גן, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,0,0,0,"3,050,000 ₪"
1154,4,1,82,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,420,000 ₪"
1155,8,קרקע,270,חדש,2,1,2,דירת גן, כוכב הצפון, נתניה,0,1,1,0,,1,1,1,1,0,1,0,0,"3,500,000 ₪"
1156,4,7,100,משופץ,8,,1,דירה, נאות גנים, נתניה,0,1,0,1,,1,1,0,1,0,1,1,1,"1,750,000 ₪"
1157,,,,,,,,,,,,,,,,,,,,,,,,
1158,4,1,76,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,0,1,1,"1,235,000 ₪"
1159,5,9,115,חדש,12,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,880,000 ₪"
1160,5,12,160,משופץ,12,1,1,דירה, רמת חן ובן ציון, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"4,200,000 ₪"
1161,4,3,110,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,600,000 ₪"
1162,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
1163,6,קרקע,350,חדש,,2,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"8,900,000 ₪"
1164,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
1165,4,קרקע,190,חדש,6,,1,דירת גן, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,0,0,0,"3,050,000 ₪"
1166,4,7,100,חדש מקבלן,30,1,1,דירה, נוף הטיילת, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"2,730,000 ₪"
1167,4,1,82,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,420,000 ₪"
1168,12,קרקע,700,משופץ,,3,3,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,1,1,1,0,0,0,"11,000,000 ₪"
1169,5,4,125,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,250,000 ₪"
1170,3,2,90,משופץ,3,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,0,0,0,"1,600,000 ₪"
1171,5,1,131,משופץ,9,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"2,320,000 ₪"
1172,5,4,127,במצב שמור,16,1,1,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,650,000 ₪"
1173,6,קרקע,340,משופץ,,1,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"5,990,000 ₪"
1174,3,6,103,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,1,0,0,0,0,0,"2,500,000 ₪"
1175,,,,משופץ,14,1,2,,,,0,1,0,1,,0,1,1,1,0,0,0,0,
1176,4,13,122,במצב שמור,14,2,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,590,000 ₪"
1177,3,1,50,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"1,050,000 ₪"
1178,6,קרקע,190,במצב שמור,,,1,דו משפחתי, פרדס הגדוד, נתניה,0,1,1,0,,1,1,1,0,1,0,0,0,"3,850,000 ₪"
1179,5,12,143,חדש מקבלן,31,1,2,דירה, כוכב הים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"3,830,000 ₪"
1180,3,4,70,משופץ,4,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
1181,3,6,95,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,1,1,1,"1,850,000 ₪"
1182,5,קרקע,500,במצב שמור,,1,1,בית פרטי/קוטג', נאות גנים, נתניה,0,1,1,0,,1,1,0,1,1,1,0,0,"3,390,000 ₪"
1183,5,10,148,חדש,26,1,2,דירה, עיר ימים, נתניה,0,1,0,0,,0,0,0,0,0,0,0,0,"4,150,000 ₪"
1184,7,קרקע,700,משופץ,,1,2,בית פרטי/קוטג', נווה איתמר, נתניה,0,1,0,0,,1,1,1,1,1,1,0,0,"7,000,000 ₪"
1185,5,17,165,חדש מקבלן,33,,ללא,דירה, עיר ימים, נתניה,0,1,1,1,,0,1,1,1,1,1,0,0,"8,500,000 ₪"
1186,7,קרקע,176,משופץ,6,,2,דירת גן, אגמים, נתניה,1,1,0,1,,1,1,1,1,1,0,0,0,"4,090,000 ₪"
1187,4,קרקע,75,משופץ,4,,ללא,דירה, נתניה, נתניה,0,1,1,0,,0,0,0,0,0,1,0,0,"1,050,000 ₪"
1188,5,8,120,חדש,19,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,1,1,1,0,1,1,0,0,"4,500,000 ₪"
1189,5,7,125,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,1,1,0,0,0,0,"2,600,000 ₪"
1190,4,קרקע,500,חדש,,3,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,0,1,1,1,1,1,0,0,"24,000,000 ₪"
1191,5,3,125,,,,,דירה, נאות הרצל, נתניה,,,,,,,,,,0,0,0,0,"2,200,000 ₪"
1192,5,7,150,חדש מקבלן,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,0,0,0,0,0,"3,450,000 ₪"
1193,3,קרקע,50,במצב שמור,2,,1,דירה, רמת ידין, נתניה,0,1,1,0,,0,1,0,0,1,0,0,0,"1,250,000 ₪"
1194,3,1,70,משופץ,4,,ללא,דירה, נתניה, נתניה,1,1,1,0,,1,0,0,1,0,1,0,0,"1,390,000 ₪"
1195,5,2,160,במצב שמור,2,2,2,דופלקס, קרית השרון, נתניה,0,1,0,0,,1,0,1,0,0,0,0,0,"3,150,000 ₪"
1196,5,8,132,משופץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,000,000 ₪"
1197,6,11,104,משופץ,16,1,2,דופלקס, רמת חן ובן ציון, נתניה,0,1,1,1,,0,1,1,1,1,1,0,0,"2,820,000 ₪"
1198,8,24,300,דרוש שיפוץ,24,3,2,גג/פנטהאוז, גלי הים, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"9,500,000 ₪"
1199,3,2,90,חדש מקבלן,7,1,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,200,000 ₪"
1200,5,5,140,משופץ,22,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"4,250,000 ₪"
1201,4.5,10,125,משופץ,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,0,1,1,1,0,0,0,0,"3,400,000 ₪"
1202,4,2,120,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,1,,1,0,0,1,0,0,1,1,"2,800,000 ₪"
1203,5,4,131,חדש,10,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,1,0,0,"3,050,000 ₪"
1204,5,12,147,משופץ,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,200,000 ₪"
1205,4,קרקע,117,משופץ,,,ללא,בית פרטי/קוטג', נאות הרצל, נתניה,1,1,0,0,,1,1,0,1,0,0,0,0,"2,600,000 ₪"
1206,5,5,130,במצב שמור,9,2,1,דירה, רמת פולג, נתניה,0,1,0,1,,1,1,0,0,0,1,0,0,"2,680,000 ₪"
1207,4,1,76,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,0,1,1,"1,235,000 ₪"
1208,5,9,115,חדש,12,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,880,000 ₪"
1209,5,12,160,משופץ,12,1,1,דירה, רמת חן ובן ציון, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"4,200,000 ₪"
1210,4,3,110,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,600,000 ₪"
1211,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
1212,6,קרקע,350,חדש,,2,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"8,900,000 ₪"
1213,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
1214,,,,חדש,6,,1,,,,0,1,0,1,,1,0,0,1,0,0,0,0,
1215,4,7,100,חדש מקבלן,30,1,1,דירה, נוף הטיילת, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"2,730,000 ₪"
1216,4,1,82,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,420,000 ₪"
1217,12,קרקע,700,משופץ,,3,3,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,1,1,1,0,0,0,"11,000,000 ₪"
1218,5,4,125,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,250,000 ₪"
1219,3,2,90,משופץ,3,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,0,0,0,"1,600,000 ₪"
1220,5,1,131,משופץ,9,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"2,320,000 ₪"
1221,5,4,127,במצב שמור,16,1,1,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,650,000 ₪"
1222,6,קרקע,340,משופץ,,1,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"5,990,000 ₪"
1223,3,6,103,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,1,0,0,0,0,0,"2,500,000 ₪"
1224,5,14,150,משופץ,14,1,2,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"3,650,000 ₪"
1225,4,13,122,במצב שמור,14,2,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,590,000 ₪"
1226,3,1,50,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"1,050,000 ₪"
1227,6,קרקע,190,במצב שמור,,,1,דו משפחתי, פרדס הגדוד, נתניה,0,1,1,0,,1,1,1,0,1,0,0,0,"3,850,000 ₪"
1228,5,12,143,חדש מקבלן,31,1,2,דירה, כוכב הים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"3,830,000 ₪"
1229,3,4,70,משופץ,4,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
1230,3,6,95,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,1,1,1,"1,850,000 ₪"
1231,5,קרקע,500,במצב שמור,,1,1,בית פרטי/קוטג', נאות גנים, נתניה,0,1,1,0,,1,1,0,1,1,1,0,0,"3,390,000 ₪"
1232,5,10,148,חדש,26,1,2,דירה, עיר ימים, נתניה,0,1,0,0,,0,0,0,0,0,0,0,0,"4,150,000 ₪"
1233,4,5,105,במצב שמור,7,,ללא,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,0,0,0,0,0,0,"1,695,000 ₪"
1234,4,קרקע,195,במצב שמור,9,,2,דירת גן, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,לא צוין מחיר
1235,5.5,9,133,חדש,16,1,2,דירה, קרית נורדאו, נתניה,1,1,0,1,,1,1,1,1,1,1,1,1,"2,495,000 ₪"
1236,8,24,300,דרוש שיפוץ,24,3,2,גג/פנטהאוז, גלי הים, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"9,500,000 ₪"
1237,3,2,90,חדש מקבלן,7,1,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,200,000 ₪"
1238,5,5,140,משופץ,22,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"4,250,000 ₪"
1239,4.5,10,125,משופץ,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,0,1,1,1,0,0,0,0,"3,400,000 ₪"
1240,4,2,120,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,1,,1,0,0,1,0,0,1,1,"2,800,000 ₪"
1241,5,4,131,חדש,10,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,1,0,0,"3,050,000 ₪"
1242,5,12,147,משופץ,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,200,000 ₪"
1243,4,קרקע,117,משופץ,,,ללא,בית פרטי/קוטג', נאות הרצל, נתניה,1,1,0,0,,1,1,0,1,0,0,0,0,"2,600,000 ₪"
1244,5,5,130,במצב שמור,9,2,1,דירה, רמת פולג, נתניה,0,1,0,1,,1,1,0,0,0,1,0,0,"2,680,000 ₪"
1245,4,1,76,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,0,1,1,"1,235,000 ₪"
1246,5,9,115,חדש,12,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,880,000 ₪"
1247,5,12,160,משופץ,12,1,1,דירה, רמת חן ובן ציון, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"4,200,000 ₪"
1248,4,3,110,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,600,000 ₪"
1249,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
1250,6,קרקע,350,חדש,,2,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"8,900,000 ₪"
1251,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
1252,4,קרקע,190,חדש,6,,1,דירת גן, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,0,0,0,"3,050,000 ₪"
1253,,,,חדש מקבלן,30,1,1,,,,0,1,0,1,,1,1,1,0,1,0,0,0,
1254,4,1,82,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,420,000 ₪"
1255,12,קרקע,700,משופץ,,3,3,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,1,1,1,0,0,0,"11,000,000 ₪"
1256,5,4,125,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,250,000 ₪"
1257,3,2,90,משופץ,3,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,0,0,0,"1,600,000 ₪"
1258,5,1,131,משופץ,9,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"2,320,000 ₪"
1259,5,4,127,במצב שמור,16,1,1,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,650,000 ₪"
1260,6,קרקע,340,משופץ,,1,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"5,990,000 ₪"
1261,3,6,103,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,1,0,0,0,0,0,"2,500,000 ₪"
1262,5,14,150,משופץ,14,1,2,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"3,650,000 ₪"
1263,4,13,122,במצב שמור,14,2,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,590,000 ₪"
1264,3,1,50,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"1,050,000 ₪"
1265,6,קרקע,190,במצב שמור,,,1,דו משפחתי, פרדס הגדוד, נתניה,0,1,1,0,,1,1,1,0,1,0,0,0,"3,850,000 ₪"
1266,5,12,143,חדש מקבלן,31,1,2,דירה, כוכב הים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"3,830,000 ₪"
1267,3,4,70,משופץ,4,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
1268,3,6,95,משופץ,7,,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,1,1,1,"1,850,000 ₪"
1269,5,קרקע,500,במצב שמור,,1,1,בית פרטי/קוטג', נאות גנים, נתניה,0,1,1,0,,1,1,0,1,1,1,0,0,"3,390,000 ₪"
1270,5,10,148,חדש,26,1,2,דירה, עיר ימים, נתניה,0,1,0,0,,0,0,0,0,0,0,0,0,"4,150,000 ₪"
1271,7,קרקע,700,משופץ,,1,2,בית פרטי/קוטג', נווה איתמר, נתניה,0,1,0,0,,1,1,1,1,1,1,0,0,"7,000,000 ₪"
1272,4,27,530,משופץ,27,3,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"11,000,000 ₪"
1273,5,קרקע,270,חדש מקבלן,,2,1,דופלקס, נוף הטיילת, נתניה,0,0,0,1,,0,1,0,0,1,0,0,0,"12,000,000 ₪"
1274,4,9,98,משופץ,9,1,1,דירה, רמת חן ובן ציון, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"2,090,000 ₪"
1275,5,5,130,במצב שמור,9,2,1,דירה, רמת פולג, נתניה,0,1,0,1,,1,1,0,0,0,1,0,0,"2,680,000 ₪"
1276,4,1,76,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,0,1,1,"1,235,000 ₪"
1277,5,9,115,חדש,12,1,2,דירה, צפון מערב מרכז העיר, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,880,000 ₪"
1278,5,12,160,משופץ,12,1,1,דירה, רמת חן ובן ציון, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"4,200,000 ₪"
1279,4,3,110,חדש,9,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,0,0,1,0,0,"2,600,000 ₪"
1280,5,3,155,משופץ,8,1,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,0,1,1,1,1,1,1,"3,195,000 ₪"
1281,6,קרקע,350,חדש,,2,2,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"8,900,000 ₪"
1282,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
1283,4,קרקע,190,חדש,6,,1,דירת גן, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,0,0,0,"3,050,000 ₪"
1284,4,7,100,חדש מקבלן,30,1,1,דירה, נוף הטיילת, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"2,730,000 ₪"
1285,4,1,82,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,420,000 ₪"
1286,12,קרקע,700,משופץ,,3,3,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,1,1,1,0,0,0,"11,000,000 ₪"
1287,5,4,125,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,250,000 ₪"
1288,3,2,90,משופץ,3,,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,0,0,,1,0,0,1,0,0,0,0,"1,600,000 ₪"
1289,5,1,131,משופץ,9,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"2,320,000 ₪"
1290,5,4,127,במצב שמור,16,1,1,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,650,000 ₪"
1291,6,קרקע,340,משופץ,,1,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,1,1,1,1,1,1,0,0,"5,990,000 ₪"
1292,,,,במצב שמור,8,,1,,,,0,1,0,1,,1,0,1,0,0,0,0,0,
1293,5,14,150,משופץ,14,1,2,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"3,650,000 ₪"
1294,4,13,122,במצב שמור,14,2,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,590,000 ₪"
1295,3,1,50,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"1,050,000 ₪"
1296,6,קרקע,190,במצב שמור,,,1,דו משפחתי, פרדס הגדוד, נתניה,0,1,1,0,,1,1,1,0,1,0,0,0,"3,850,000 ₪"
